Species	-	Copia	Gypsy	Harbinger	Helitron	L1	MSAT	MuDR	RTE	SAT	SINE2/tRNA	hAT	unclassified
4_Transposome/JG_CO_109_A	0.00139385583037772	0.0923351872162135	0.443629911721734	0.0109209271691298	0.00217508507905298	0.0036990004931136	5.03910049583255e-05	0.00548366651818711	7.69267875293432e-05	0.000894881193154749	0.000137712362730559	0.00386543815871154	0.0332598164655059
4_Transposome/JG_CO_109_B	0.00158915426138158	0.0941347405264282	0.453840021286035	0.0103930148335006	0.00216870298240871	0.00387892814147261	5.58563513959822e-05	0.00506108657353088	7.64920594074109e-05	0.00035061572455036	0.000131206965526152	0.00376035917524467	0.0371490211193116
4_Transposome/JG_CO_109_C	0.00132334444234308	0.0901895227416766	0.442941343712646	0.0106618207459414	0.00205543910529928	0.00368399593434376	6.59907511216406e-05	0.0048978341493866	9.20062229909876e-05	0.00058848544832642	0.000128984502423115	0.00373768473833712	0.036919947772013
4_Transposome/JG_CO_109_E	0.00214816743166421	0.0856131720713143	0.464081603942106	0.0150740723927929	0.00251896616372691	0.00421277009213277	4.58626720816994e-05	0.00536686772523098	8.18423393186777e-05	0.00134259112585573	0.000149813313552255	0.00468595802227311	0.0301016060709278
4_Transposome/JG_CO_110_A	0.00154770675485085	0.0891674788757958	0.463358461879017	0.0174710156836538	0.00267394265259134	0.0042852907481931	4.97381360191234e-05	0.00611118413075358	6.80071179503944e-05	0.00171865070085159	0.000163727100512723	0.00530279052326812	0.033930346138341
4_Transposome/JG_CO_110_B	0.00130478253310905	0.091682666281661	0.46388904173197	0.0158376448864445	0.0024099646069803	0.00424454262981576	5.50914444338552e-05	0.00587599231425523	8.03862528962614e-05	0.00138115620249482	0.000146020981056339	0.00500060060199104	0.0323177713369754
4_Transposome/JG_CO_110_C	0.000951805253362838	0.0894948602893067	0.460014040049802	0.0160957199022046	0.00251160294009943	0.00416065690022959	5.09265589829654e-05	0.00589903410685331	8.43357902400842e-05	0.0013412289275982	0.000170211897976555	0.00489721242185367	0.0324809505656077
4_Transposome/JG_CO_110_D	0.00148914779684423	0.0881482905608577	0.452827852526449	0.016126765182315	0.00256474445920397	0.00425300070897985	5.94974793889581e-05	0.00593707678211673	6.60808250657288e-05	0.00174609062304632	0.000175278286319403	0.00479382278492426	0.032338126530467
4_Transposome/JG_CO_110_E	0.00119546824909666	0.0890695365898308	0.457778053169471	0.0154497398034748	0.00260139122938193	0.0041569922988901	5.78978655552604e-05	0.00597536234828216	8.9463975999462e-05	0.00136373799601104	0.000165636760351343	0.00487865493948326	0.0333990033997186
4_Transposome/JG_CO_111_A	0.000889905143434188	0.0871658751675186	0.432385741109441	0.0118111283109806	0.00216364883291724	0.00364705103883398	4.3073201674076e-05	0.0051902030120603	8.43724581340957e-05	0.000928216649255863	0.000124200083562218	0.00414872010066508	0.0337878275670628
4_Transposome/JG_CO_111_B	0.00109358334243977	0.087475766837964	0.439492736298355	0.0114418468736177	0.00224334299755448	0.00349836108349606	5.65036912583492e-05	0.00486488532746482	8.37260964278148e-05	0.000718661233272176	0.000125548708187045	0.00380610692006009	0.0352434454240631
